rank,nome,avaliacao
4206,"Warhammer Epic 40,000",6.62
4207,Vino,6.45
4208,Assault of the Giants,6.74
4209,1805: Sea of Glory,7.36
4210,Catan Junior,6.54
4211,Passtally,6.64
4212,Tunisia II,8.46
4213,Parthenon: Rise of the Aegean,6.32
4214,The Fog of War,7.25
4215,Magic Maze on Mars,7.09
4216,Sherlock: Propagation,6.87
4217,Winds of Plunder,6.43
4218,Armageddon,6.58
4219,Sen,6.93
4220,Reverse Charades,6.68
4221,Passing Through Petra,6.73
4222,Triplock,6.36
4223,At Any Cost: Metz 1870,8.15
4224,The Three Musketeers: The Queen's Pendants,6.80
4225,Consumption: Food and Choices,7.54
4226,VENOM Assault,7.64
4227,Basilica,6.56
4228,Football Highlights 2052,7.17
4229,Wonderland's War,8.56
4230,Pacific Victory: War in the Pacific 1941-45,6.92
4231,Twenty One,6.44
4232,Tungaru,7.10
4233,Ugly Gryphon Inn,6.89
4234,Street Fighter: The Miniatures Game,7.18
4235,Die Fugger,6.43
4236,Silent Death,6.99
4237,Huida de Silver City,6.92
4238,Epic Resort,6.48
4239,Tumble Town,7.09
4240,Dragonland,6.29
4241,Doodle City,6.30
4242,SpaceShipped,7.16
4243,Five Crowns,6.02
4244,Musée,6.80
4245,Fortress Europa,6.67
4246,Brick Party,6.64
4247,Paradox,7.05
4248,Das Amulett,6.43
4249,Saltlands,6.89
4250,CapCom Street Fighter Deck-Building Game,6.64
4251,Mush! Mush!: Snow Tails 2,6.95
4252,Jarl: The Vikings Tile-Laying Game,6.88
4253,Aqua Garden,7.43
4254,UNO Flip!,6.49
4255,Telestrations: 6 Player Family Pack,7.36
4256,Forum Romanum,6.74
4257,Stop Thief,6.38
4258,Sherlock 13,6.44
4259,Vom Kap bis Kairo,6.29
4260,The Arrival,6.70
4261,7th Sea Collectible Card Game,6.71
4262,Siberia: The Card Game,6.74
4263,Dungeon!,5.99
4264,The Siege of Runedar,7.25
4265,Fire in the East,7.49
4266,The Game: Quick & Easy,6.91
4267,Boże Igrzysko,7.64
4268,"Unmatched: Battle of Legends, Volume Two",8.65
4269,Godtear,8.22
4270,Crows,6.39
4271,Bling Bling Gemstone,6.52
4272,It Happens..,6.19
4273,Tatsu,6.68
4274,VOLT,6.79
4275,North American Railways,6.69
4276,The Message,6.95
4277,Shaolia: Warring States,7.28
4278,Castellan,6.27
4279,Art Decko,7.01
4280,Mystery Rummy: Escape from Alcatraz,6.92
4281,Dutch Blitz: Blue Expansion Pack,7.23
4282,Dungeon Academy,6.76
4283,Axis & Allies 1941,6.37
4284,Blitz Bowl: Season 2,8.44
4285,Endangered Orphans of Condyle Cove,6.37
4286,Formula-1,6.65
4287,Nothing Gained But Glory,7.80
4288,Imperium Romanum II,6.61
4289,Set a Watch: Swords of the Coin,8.04
4290,Source of the Nile,6.51
4291,Mag·Blast: Third Edition,6.02
4292,My First Castle Panic,6.76
4293,Spell Smashers,6.74
4294,Lost Cities: Roll & Write,7.08
4295,Birds of a Feather,6.74
4296,"The Hunted: Twilight of the U-Boats, 1943-45",8.12
4297,Button Men,6.38
4298,Take It to the Limit!,6.86
4299,KeyForge: Dark Tidings,8.01
4300,Viktory II,6.90
4301,Bremerhaven,6.55
4302,The Spoils,6.96
4303,Zombies!!! 4: The End...,6.18
4304,Stew,6.73
4305,Dreamwell,6.54
4306,Escape Tales: Children of Wyrmwoods,7.38
4307,Schafkopf,7.49
4308,Heave Ho!,6.26
4309,Blox,6.56
4310,Funkoverse Strategy Game: Harry Potter 101,7.06
4311,Hearts and Minds: Vietnam 1965-1975 (Third Edition),7.95
4312,Divinity Derby,6.84
4313,Enemy at the Gates,7.64
4314,Ravine,6.44
4315,Dragon Pass,6.96
4316,Capo Dei Capi,6.76
4317,Monster Crunch! The Breakfast Battle Game,6.37
4318,Combat!,8.29
4319,Black Stories 2,6.16
4320,Infamy,6.82
4321,Heart of Crown: Fairy Garden,8.29
4322,Tumult Royale,6.52
4323,Serengeti,6.18
4324,The Lady and the Tiger,6.53
4325,Majolica,6.90
4326,Raise Your Goblets,6.13
4327,Tokyo Express: The Guadalcanal Naval Campaign – 1942,7.16
4328,Cape May,7.47
4329,Flyin' Goblin,6.93
4330,Bretagne,6.70
4331,Feierabend,7.20
4332,Tenkatoitsu,8.43
4333,Small Samurai Empires,7.65
4334,Caesar: Conquest of Gaul,7.33
4335,Minigolf Designer,8.00
4336,Warrior Knights,6.63
4337,Waterloo,6.90
4338,My Happy Farm,6.41
4339,Conquistador: The Age of Exploration,6.52
4340,Piranha Pedro,6.25
4341,Successors (Fourth Edition),8.47
4342,Silk,6.40
4343,On to Richmond!,8.02
4344,Dracula's Feast,6.87
4345,Coconuts Duo,6.97
4346,Straw,6.23
4347,Confrontation,7.09
4348,Filthy Rich,6.39
4349,Sentinels of the Multiverse: Definitive Edition,8.68
4350,Gettysburg,7.18
4351,TSCHAK!,6.34
4352,Alien vs Predator: The Hunt Begins,6.92
4353,Braggart,6.33
4354,Unexploded Cow,6.08
4355,Riverside,7.31
4356,Doctor Who: Solitaire Story Game,7.98
4357,Dogs,6.94
4358,Wings of War: Fire from the Sky,7.22
4359,Battles for the Ardennes,7.44
4360,Bastille,7.16
4361,Dinoblivion,7.46
4362,Next War: India-Pakistan,8.21
4363,Blue vs. Gray,6.76
4364,Pit Crew,6.47
4365,Coin Age,6.04
4366,Fool!,6.69
4367,Conquest of the Empire,6.29
4368,A World at War,7.60
4369,Snorta!,6.10
4370,Air Baron,6.40
4371,Lemming Mafia,6.20
4372,Empires of the Ancient World,6.62
4373,Costa Rica,6.23
4374,Car Wars Compendium,7.16
4375,Dune: A Game of Conquest and Diplomacy,7.18
4376,Death Valley,7.14
4377,Air Force,6.46
4378,Echidna Shuffle,6.72
4379,Fish Cook,6.96
4380,Nations at War: White Star Rising,7.40
4381,Shiver Me Timbers,8.13
4382,Ninja: Legend of the Scorpion Clan,6.48
4383,Robber Knights,6.11
4384,Tutankhamen,6.10
4385,Shitenno,6.74
4386,Eminent Domain: Battlecruisers,6.37
4387,Dive,6.64
4388,Embarcadero,7.40
4389,JAB: Realtime Boxing,6.18
4390,Wild Blue Yonder,7.83
4391,Sakura,6.59
4392,Delve,6.50
4393,Crimson Skies,7.11
4394,Touria,6.65
4395,Federation Commander: Romulan Border,7.71
4396,Deja Vu: Fragments of Memory,7.12
4397,BasketBoss,6.46
4398,Hybrid,7.34
4399,Vadoran Gardens,6.88
4400,The Little Flower Shop,6.84
4401,"The Peloponnesian War, 431-404 BC",6.74
4402,Poetry for Neanderthals,6.77
4403,Butterfly,6.66
4404,Wings of Glory: WW1 Duel Pack,8.00
4405,Krosmaster Arena 2.0,7.30
4406,"The Blitzkrieg Legend: The Battle for France, 1940",8.06
4407,Aquileia,6.72
4408,Cardline: Globetrotter,6.38
4409,TAC,7.19
4410,BuyWord,6.29
4411,Celebrities,7.22
4412,Sea of Legends,7.39
4413,Monsters Menace America,5.98
4414,BattleTech: A Game of Armored Combat,8.32
4415,A Thief's Fortune,6.74
4416,Twisted Fables,8.19
4417,Star Saga,7.56
4418,Babylon 5 Collectible Card Game,6.74
4419,Knights of Charlemagne,6.37
4420,Neolithic,7.14
4421,Why First?,6.15
4422,Samurai,7.09
4423,Chang Cheng,6.16
4424,Bali,6.78
4425,Bisikle,6.58
4426,Relationship Tightrope,6.16
4427,Manifest Destiny,6.50
4428,Heul doch! Mau Mau,6.72
4429,Napoleon in Europe,6.62
4430,Sherlock: 13 Hostages,6.75
4431,Sweden Fights On,7.71
4432,Rush n' Crush,6.30
4433,"Yom Kippur: The Battle for the Sinai, October, 1973",7.01
4434,Decision at Elst: An Advanced Squad Leader Starter Kit Historical Module,8.49
4435,Pocket Civ,6.62
4436,Stich-Meister,6.73
4437,Dirty Pig,6.12
4438,Roads to Leningrad,7.51
4439,Starship Merchants,6.61
4440,Foodies,6.59
4441,Archmage,6.71
4442,Han,7.15
4443,Risk (Revised Edition),5.99
4444,Deadzone,7.36
4445,Rolling Stock,7.41
4446,The Crusoe Crew,6.78
4447,"The Good, the Bad, and the Munchkin",6.18
4448,30 Rails,6.60
4449,Dawn of Peacemakers,7.28
4450,The Walled City: Londonderry & Borderlands,6.74
4451,1000 Blank White Cards,6.66
4452,Almanac: The Dragon Road,7.32
4453,Tsukuyumi: Full Moon Down (Second Edition),7.61
4454,Mahé,6.34
4455,Targui,6.38
4456,Volcano,6.83
4457,Spoils of War,6.90
4458,Pocket Rockets,6.31
4459,Circus Train (Second Edition),7.08
4460,SiegeStorm: SiegeMode,7.67
4461,The Barbarossa Campaign,7.81
4462,"Warhammer 40,000 (Ninth Edition)",7.81
4463,In a Grove,6.32
4464,Epic Armageddon,7.60
4465,Whistling Death,8.21
4466,World of Yo-Ho,6.43
4467,Schnappt Hubi!,6.88
4468,Smash Up: World Tour – International Incident,7.52
4469,Dice Throne: Season One ReRolled – Pyromancer v. Shadow Thief,7.98
4470,Verdun 1916: Steel Inferno,8.38
4471,Crazy Time,6.88
4472,Wings of Glory: WW2 Starter Set,7.42
4473,Hitler's Reich: WW2 in Europe,6.83
4474,Monmouth,7.41
4475,Expedition: Famous Explorers,6.79
4476,Machi Koro 2,7.41
4477,Twin Tin Bots,6.29
4478,Vineta,6.18
4479,Table Battles,7.18
4480,Age of Thieves,6.72
4481,Giro d'Italia: The Game,7.11
4482,Unlock!: Mystery Adventures – The Nautilus' Traps,5.96
4483,Scarab Lords,6.02
4484,MBT (Second Edition),8.07
4485,GOLD,6.84
4486,Hoplite,7.76
4487,25 Words or Less,6.56
4488,Exit: The Game – Kidnapped in Fortune City,8.20
4489,Mogul,6.46
4490,Micro City (Second Edition),6.81
4491,The Big Idea,6.29
4492,Rattus Cartus,6.50
4493,Quietville,6.19
4494,Harvest Island,7.00
4495,Battlestations: Second Edition,7.93
4496,Gettysburg (125th Anniversary Edition),6.60
4497,Kodachi,7.44
4498,Mr. Madison's War: The Incredible War of 1812,7.45
4499,Tales of the Northlands: The Sagas of Noggin the Nog,7.59
4500,Anno Domini: Flopps,6.84
4501,Tintas,7.74
4502,Richard Scarry's Busytown: Eye found it! Game,6.52
4503,18Scan,7.42
4504,ONUS! Rome Vs Carthage,7.64
4505,The King's Will,6.96
4506,"No Thank You, Evil!",7.60
4507,Steel Wolves: The German Submarine Campaign Against Allied Shipping – Vol 1,7.74
4508,We're Doomed!,6.62
4509,Settlers of Catan: Gallery Edition,6.69
4510,Klunker,6.21
4511,Where Eagles Dare: The Battle for Hell's Highway,8.38
4512,Krosmaster: Quest,6.83
4513,Eruption,6.19
4514,Latice,6.66
4515,Chariots of Fire,7.50
4516,Jolly & Roger,6.79
4517,Conflict of Heroes: Awakening the Bear – Operation Barbarossa 1941 (Third Edition),8.33
4518,Papillon,6.72
4519,Old School Tactical: Volume 1 – Fighting on the Eastern Front 1941/42,8.20
4520,Teenage Mutant Ninja Turtles Dice Masters,7.08
4521,Wings for the Baron (Second Edition),7.43
4522,Nemo's War,7.09
4523,Animal Upon Animal: Crest Climbers,6.97
4524,Railroad Rivals,6.52
4525,1822MX,8.58
4526,Canasta Caliente,6.32
4527,Aquarius,6.05
4528,Peak Oil,6.60
4529,Codenames: Marvel,6.25
4530,"Gulf, Mobile & Ohio",7.01
4531,Rise of the Necromancers,7.41
4532,Shephy,6.74
4533,Bluff Jubiläumsausgabe,6.81
4534,Gorechosen,7.10
4535,Ace of Aces: Handy Rotary Deluxe Edition,7.10
4536,Call to Glory,6.50
4537,Ascension: Delirium,7.84
4538,Clash of Monarchs,7.09
4539,Herbalism,6.64
4540,Dungeon Dice,6.77
4541,Groo: The Game,6.30
4542,Risk: The Lord of the Rings,5.91
4543,Transformers Trading Card Game,7.33
4544,Ardennes,7.13
4545,Principato,6.15
4546,Blackbeard: The Golden Age of Piracy,6.11
4547,Clue: Harry Potter Edition,6.26
4548,Council of Blackthorn,7.29
4549,Ada's Library,6.37
4550,Holdfast: Russia 1941-42,7.72
4551,"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",7.87
4552,"Spot it! 1,2,3",6.30
4553,"Battle for Moscow: Operation Typhoon, 1941",6.94
4554,Amazons,7.17
4555,Atlantic Storm,6.54
4556,Decktective: Bloody-Red Roses,6.52
4557,Dairyman,6.35
4558,Dice Throne: Season One ReRolled – Monk v. Paladin,7.94
4559,Einstein: His Amazing Life and Incomparable Science,6.62
4560,Eternal: Chronicles of the Throne,7.43
4561,We Must Tell the Emperor,7.41
4562,Sherlock: Paradero Desconocido,6.90
4563,Oltréé,7.69
4564,Maiden's Quest,6.62
4565,Nokosu Dice,7.33
4566,Monty's Gamble: Market Garden,7.14
4567,Fzzzt!,6.21
4568,Far Space Foundry,6.71
4569,The Fires of Midway,7.36
4570,Fairytale Gloom,6.49
4571,CAESAR: The Great Battles of Julius Caesar – The Civil Wars 48-45 B.C.,7.22
4572,Arkham Horror,6.66
4573,Aliens: Bug Hunt,7.48
4574,Fairy Tale Inn,7.18
4575,Napoléon 1806,7.88
4576,Roméo & Juliette,7.46
4577,Pocket Detective,6.86
4578,Battleground: Crossbows & Catapults,6.59
4579,"Nightfighter Ace: Air Defense Over Germany, 1943-44",8.17
4580,Napoleon at Waterloo,6.65
4581,Amun-Re: The Card Game,6.66
4582,Dragon Farkle,6.45
4583,The Champion of the Wild,6.92
4584,Blank Slate,6.81
4585,Karuba: The Card Game,6.38
4586,Cosmic Factory,6.90
4587,Wiraqocha,6.56
4588,"Agricola, Master of Britain",7.10
4589,Strat-O-Matic Hockey,7.27
4590,"3rd Fleet: Modern Naval Combat in the North Pacific, Caribbean, and Atlantic Oceans",7.28
4591,Guild Ball: Kick Off!,7.64
4592,1942 USS Yorktown,7.04
4593,Gwent: Nilfgaard and Northern Realms,6.81
4594,Hocus,6.54
4595,Wie ich die Welt sehe...,6.90
4596,Mercado,6.57
4597,Napoleon against Europe,7.68
4598,Batman: The Animated Series Adventures – Shadow of the Bat,8.38
4599,Napoleon at Leipzig,7.42
4600,DIG,6.39
4601,Oz Fluxx,6.29
4602,Die Dolmengötter,6.58
4603,Lucidity: Six-Sided Nightmares,6.34
4604,U.S. Telegraph,6.97
4605,Catan: Traveler – Compact Edition,7.09
4606,Microbrew,6.73
4607,Die Fiesen 7,6.49
4608,Knit Wit,6.10
4609,Gwent: Monsters and Scoia'tael,6.59
4610,The Swarm,6.37
4611,Attack Sub,6.62
4612,Ebbe & Flut,6.47
4613,Lift it!,6.22
4614,Era of Kingdoms,7.35
4615,Canyon,6.25
4616,Spellcaster,6.53
4617,Space Race,7.29
4618,Leaders of Euphoria: Choose a Better Oppressor,6.49
4619,Blood & Roses,7.52
4620,Dwarven Smithy,7.42
4621,"Exceed: Red Horizon – Reese, Heidi, Nehtali, and Vincent",7.76
4622,Smash Up: World Tour – Culture Shock,7.71
4623,Ancient Civilizations of the Inner Sea,6.63
4624,The Goonies: Never Say Die,7.47
4625,Kill The Unicorns,7.06
4626,Maharaja,6.93
4627,A Little Wordy,7.12
4628,Skylands,6.78
4629,Tanks: Panther vs Sherman,7.21
4630,History Maker Baseball,8.30
4631,Arctic Front: Battle for Norway,7.29
4632,Penny Papers Adventures: The Valley of Wiraqocha,6.54
4633,Frostgrave: Second Edition,8.88
4634,The New Science,6.43
4635,Game of Thrones: The Card Game,6.23
4636,Gearworks,6.83
4637,Tomb: Cryptmaster,6.49
4638,Seven Bridges,7.57
4639,Now or Never,8.06
4640,Craftsmen,6.64
4641,Lost Battles: Forty Battles & Campaigns of the Ancient World,7.94
4642,Clash of Giants II: 1st Ypres & Galicia 1914,7.17
4643,Say Bye to the Villains,6.35
4644,Elekt,7.75
4645,ESSEN The Game: SPIEL'13,6.70
4646,Magic Maze Kids,6.77
4647,Oriflamme: Ablaze,7.57
4648,The Great Battles of Alexander: Macedonian Art of War,8.43
4649,Drive,6.55
4650,Trax,6.49
4651,For the Crown (Second Edition),7.27
4652,Shelfie Stacker,7.22
4653,Kreus,6.68
4654,CIV: Carta Impera Victoria,6.23
4655,Battles of Napoleon: The Eagle and the Lion,7.30
4656,Argonauts,7.02
4657,Tinderblox,6.86
4658,Orongo,6.67
4659,HUE,6.38
4660,Agent Decker,7.08
4661,Munchkin Bites!,5.99
4662,Next War: Poland,8.10
4663,Eschaton,7.23
4664,Munchkin Dungeon,6.87
4665,Black Spy,6.32
4666,Siege,7.05
4667,5th Fleet: Modern Naval Combat in the Indian Ocean,7.18
4668,GOSU 2: Tactics,6.92
4669,Anno Domini: Sex & Crime,6.70
4670,Kraków 1325 AD,6.44
4671,Clash of Decks: Starter Kit,6.77
4672,Exodus Fleet,7.25
4673,Battlestar Galactica: Starship Battles – Starter Set,7.96
4674,Wayfinders,6.54
4675,Comanauts,6.55
4676,Cat Café,6.61
4677,Martian Fluxx,6.21
4678,Journey to the Center of the Earth,6.29
4679,Saboteur: The Duel,6.04
4680,Pixel Tactics 4,7.07
4681,Dread Curse,6.34
4682,Groves,7.04
4683,Keltis: Das Würfelspiel,6.44
4684,Field of Glory: The Card Game,6.57
4685,Last Chance for Victory: The Battle of Gettysburg,8.78
4686,Pikoko,6.65
4687,SHH,6.40
4688,Master of Respect,7.13
4689,Waterloo 1815: Fallen Eagles,8.26
4690,Fastrack,6.38
4691,Big City: 20th Anniversary Jumbo Edition!,7.53
4692,The Fuzzies,6.80
4693,Duell,6.33
4694,Stellar Conquest,6.45
4695,Munchkin Pathfinder,6.32
4696,Warhammer: Battle For Skull Pass,6.75
4697,Looterz,6.60
4698,Siberia,6.77
4699,Sergeants Miniatures Game: Day of Days,7.67
4700,Cranium Hoopla,6.19
4701,Dobble: Free Demo Version,6.44
4702,Star Wars: Dark Side Rising,7.25
4703,Siege Storm,6.61
4704,13 Dead End Drive,6.02
4705,BattleTech: CityTech,6.80
4706,The Arab-Israeli Wars: Tank Battles in the Mideast,6.40
4707,Matcha,6.34
4708,It Never Snows,7.47
4709,Mars Attacks: The Miniatures Game,7.16
4710,Dungeon Draft,7.07
4711,The Big Taboo,6.32
4712,Sole Mio!,6.23
4713,Imperium: The Contention,8.15
4714,ArchRavels,7.30
4715,Clash of Rage,7.42
4716,Pirates of the 7 Seas,6.58
4717,Chosŏn,6.55
4718,Suspects,7.74
4719,The Hobbit: An Unexpected Journey Deck-Building Game,6.95
4720,Wacky Races: The Board Game,6.56
4721,World War I: 1914-1918,6.78
4722,The Key: Murder at the Oakdale Club,7.29
4723,Nemeton,7.00
4724,Sky Tango,6.31
4725,No Retreat!: The Russian Front 1941-1944,7.87
4726,Mammoth Hunters,6.12
4727,Chartered: The Golden Age,7.03
4728,DC Deck-Building Game: Rebirth,7.26
4729,Pocket Battles: Macedonians vs. Persians,6.80
4730,Quicksand,6.11
4731,Alexandros,6.16
4732,Guatemala Café,6.25
4733,Jutland,6.71
4734,Zen Garden,7.24
4735,Might & Magic Heroes,6.51
4736,Jurassic Park: Danger!,6.29
4737,1714: The Case of the Catalans,6.93
4738,Solar Draft,7.14
4739,Hannin Wa Odoru,6.50
4740,"Rattle, Battle, Grab the Loot",6.14
4741,The Menace Among Us,7.25
4742,Kingswood,6.92
4743,Dungeon Time,6.59
4744,"Barbarossa: Kiev to Rostov, 1941",7.83
4745,Kosmonauts,6.67
4746,221B Baker Street: The Master Detective Game,5.99
4747,Felinia,6.45
4748,Assembly,7.17
4749,Nightfighter,7.42
4750,Hollywood,6.43
4751,Bandida,6.60
4752,M,6.34
4753,American Megafauna,6.85
4754,Unexpected Treasures,6.23
4755,Food Truck Champion,6.58
4756,Epic PVP: Fantasy,6.41
4757,Colonialism,6.75
4758,Amateurs to Arms!,7.85
4759,World Monuments,6.23
4760,Unlock!: Escape Adventures – Doo-Arann Dungeon,6.65
4761,Shadows Over Normandie: Achtung! Cthulhu,7.21
4762,Dream On!,6.85
4763,Deckscape: Escape from Alcatraz,6.93
4764,Dead Drop,6.36
4765,Mag·Blast (Second Edition),6.33
4766,Antarctica,6.32
4767,Smiths of Winterforge,6.88
4768,Grimslingers,6.27
4769,Infarkt,6.57
4770,Meltwater: A Game of Tactical Starvation,7.51
4771,Hellas,6.73
4772,1923 Cotton Club,7.62
4773,Guilford,7.07
4774,Invaders,6.89
4775,The Red Dragon Inn 7: The Tavern Crew,7.98
4776,Adventure Games: The Grand Hotel Abaddon,7.57
4777,Feudal,6.07
4778,Perplexus Epic,7.26
4779,La Stanza,6.81
4780,N.Y. Chase,6.42
4781,Too Many Cinderellas,6.37
4782,Valor & Victory,7.73
4783,Space Marine Adventures: Labyrinth of the Necrons,6.96
4784,Minerals,7.26
4785,Canal Grande,6.38
4786,Corsair Leader,7.61
4787,1914: Twilight in the East,8.01
4788,Sine Tempore,7.65
4789,Chain of Command,8.42
4790,Tide of Iron: Next Wave,8.07
4791,Water Lily,6.59
4792,Jupiter Rescue,6.67
4793,Pyramix,6.40
4794,Teenage Mutant Ninja Turtles Adventures: City Fall,8.52
4795,Southern Front: Race for the Turkish Straits,7.43
4796,Dampfross,6.23
4797,Euphrates & Tigris: Contest of Kings,6.08
4798,Dark Darker Darkest,6.26
4799,Penny Arcade: The Game – Rumble in R'lyeh,6.92
4800,China Rails,7.07
4801,Urbania,6.47
4802,Frosthaven,6.85
4803,Six Making,7.63
4804,The Metagame,6.65
4805,Boomerang,6.44
4806,Genesis: Empires and Kingdoms of the Ancient Middle East,7.19
4807,The Institute for Magical Arts,6.83
4808,Kogge,6.75
4809,Savage Worlds,8.06
4810,The Very Clever Pipe Game,6.22
4811,Bohemian Villages,6.25
4812,Schoko & Co.,6.66
4813,Topito,6.66
4814,Foppen,6.60
4815,Chronicles of Frost,7.21
4816,The Dutch Golden Age,6.35
4817,Ka-Ching!,6.43
4818,The Walking Dead: No Sanctuary,6.84
4819,"Wellington's Victory: Battle of Waterloo Game – June 18th, 1815",7.13
4820,Ramen Fury,6.25
4821,Batt'l Kha'os,6.28
4822,Harry Potter Trading Card Game,6.17
4823,Ascension: Skulls & Sails,7.68
4824,Fae,6.61
4825,Voll verplant,7.39
4826,Mini Curling Game,6.52
4827,Deadzone (Second Edition),8.21
4828,War Galley,7.06
4829,The Ironclads: A Tactical Level Game of Naval Combat in the American Civil War 1861-1865,7.34
4830,Pixel Tactics 5,7.18
4831,South Pacific: Breaking the Bismarck Barrier 1942-1943,7.87
4832,Mosby's Raiders: Guerilla Warfare in the Civil War,6.57
4833,Hordes of the Things,7.30
4834,Antinomy,7.03
4835,M.U.L.E. The Board Game,6.59
4836,Disc Duelers,6.67
4837,Port Royal: Unterwegs!,6.58
4838,Mistborn: House War,6.91
4839,The Undercity: An Iron Kingdoms Adventure Board Game,7.04
4840,B-29 Superfortress,7.02
4841,Freight Train,6.40
4842,FAB: Sicily,7.22
4843,Draco Magi,6.32
4844,Warlord: Saga of the Storm,6.83
4845,Gobbit,6.45
4846,Sola Fide: The Reformation,6.44
4847,U-Boat Leader,7.02
4848,Blitz! A World in Conflict,7.75
4849,Camelot Legends,6.10
4850,Railway Rivals,6.71
4851,Afrika Korps,6.25
4852,Gold Fever,6.45
4853,What's He Building in There?,6.60
